Testing Spam Data
ID, WordCount, AverageWordLength, CharacterCount, SpecialCharacterCount, URLCount, LongWordCount, ShortWordCount, LongestWord, NumSpamWords, SpamDistance, HamDistance, Guess
1158, 146.0, 4.57, 816.0, 47.0, 2.0, 10.0, 10.0, 47.0, 0.0, 0.66, 0.59, HAM
1766, 179.0, 4.86, 1052.0, 0.0, 7.0, 0.0, 1.0, 13.0, 2.0, 0.60, 0.58, HAM
960, 69.0, 4.76, 400.0, 47.0, 2.0, 10.0, 8.0, 47.0, 0.0, 0.68, 0.61, HAM
1411, 175.0, 5.28, 1102.0, 0.0, 2.0, 10.0, 6.0, 41.0, 0.0, 0.64, 0.47, HAM
2267, 28.0, 5.24, 178.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.71, 0.48, HAM
1942, 12.0, 5.46, 81.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.55, HAM
1765, 260.0, 4.38, 1400.0, 0.0, 0.0, 0.0, 14.0, 12.0, 1.0, 0.64, 0.39, HAM
1141, 215.0, 4.49, 1182.0, 47.0, 2.0, 10.0, 18.0, 47.0, 0.0, 0.64, 0.60, HAM
183, 1179.0, 4.61, 6611.0, 0.0, 4.0, 0.0, 60.0, 16.0, 1.0, 1.11, 1.24, SPAM
2314, 182.0, 5.03, 1101.0, 2.0, 5.0, 0.0, 10.0, 15.0, 0.0, 0.58, 0.34, HAM
499, 120.0, 4.33, 642.0, 0.0, 0.0, 0.0, 8.0, 12.0, 0.0, 0.73, 0.41, HAM
2231, 264.0, 4.31, 1405.0, 0.0, 3.0, 0.0, 17.0, 13.0, 1.0, 0.60, 0.34, HAM
1742, 179.0, 4.19, 931.0, 0.0, 2.0, 0.0, 9.0, 13.0, 0.0, 0.69, 0.38, HAM
1931, 44.0, 4.44, 242.0, 2.0, 6.0, 0.0, 1.0, 10.0, 0.0, 0.73, 0.44, HAM
2453, 35.0, 5.25, 222.0, 47.0, 1.0, 11.0, 1.0, 47.0, 0.0, 0.72, 0.70, HAM
2067, 23.0, 5.33, 149.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.71, 0.51, HAM
971, 186.0, 4.38, 1003.0, 47.0, 3.0, 10.0, 9.0, 47.0, 0.0, 0.66, 0.60, HAM
2473, 180.0, 4.44, 981.0, 50.0, 3.0, 35.0, 11.0, 50.0, 0.0, 0.66, 0.69, SPAM
1372, 1711.0, 5.47, 11075.0, 339.0, 9.0, 10.0, 74.0, 47.0, 1.0, 4.12, 4.94, SPAM
44, 341.0, 5.53, 2231.0, 0.0, 3.0, 0.0, 12.0, 14.0, 1.0, 0.52, 0.52, SPAM
1821, 74.0, 4.36, 399.0, 0.0, 1.0, 0.0, 8.0, 9.0, 0.0, 0.74, 0.42, HAM
1697, 119.0, 4.14, 614.0, 0.0, 1.0, 0.0, 10.0, 10.0, 2.0, 0.69, 0.59, HAM
2114, 12.0, 5.62, 83.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.73, 0.60, HAM
584, 1087.0, 4.65, 6146.0, 0.0, 4.0, 0.0, 55.0, 13.0, 1.0, 1.02, 1.14, SPAM
569, 223.0, 4.67, 1268.0, 0.0, 7.0, 0.0, 10.0, 14.0, 1.0, 0.60, 0.39, HAM
1841, 36.0, 4.35, 195.0, 0.0, 4.0, 0.0, 1.0, 11.0, 0.0, 0.74, 0.43, HAM
530, 376.0, 4.40, 2034.0, 0.0, 1.0, 0.0, 19.0, 14.0, 0.0, 0.63, 0.39, HAM
172, 109.0, 4.54, 606.0, 0.0, 4.0, 0.0, 8.0, 12.0, 0.0, 0.67, 0.34, HAM
18, 168.0, 4.41, 911.0, 0.0, 3.0, 0.0, 14.0, 14.0, 1.0, 0.62, 0.32, HAM
862, 272.0, 4.90, 1609.0, 0.0, 7.0, 0.0, 13.0, 13.0, 0.0, 0.60, 0.42, HAM
1379, 674.0, 4.69, 3836.0, 94.0, 10.0, 43.0, 27.0, 47.0, 3.0, 1.01, 1.55, SPAM
1218, 238.0, 4.65, 1348.0, 48.0, 2.0, 11.0, 14.0, 47.0, 1.0, 0.58, 0.60, SPAM
1901, 86.0, 4.84, 505.0, 0.0, 5.0, 0.0, 3.0, 11.0, 0.0, 0.67, 0.39, HAM
285, 184.0, 4.49, 1013.0, 47.0, 1.0, 11.0, 13.0, 47.0, 0.0, 0.66, 0.60, HAM
645, 37.0, 6.00, 263.0, 65.0, 1.0, 14.0, 6.0, 65.0, 0.0, 0.97, 1.15, SPAM
2170, 14.0, 5.40, 93.0, 0.0, 3.0, 0.0, 0.0, 13.0, 0.0, 0.71, 0.53, HAM
1064, 203.0, 4.48, 1114.0, 94.0, 6.0, 19.0, 14.0, 47.0, 0.0, 0.98, 1.18, SPAM
1327, 172.0, 4.75, 992.0, 47.0, 5.0, 10.0, 8.0, 47.0, 0.0, 0.63, 0.60, HAM
288, 94.0, 5.37, 602.0, 47.0, 1.0, 11.0, 6.0, 47.0, 0.0, 0.67, 0.70, SPAM
1194, 161.0, 5.40, 1033.0, 58.0, 1.0, 144.0, 11.0, 47.0, 0.0, 0.99, 1.43, SPAM
211, 203.0, 4.03, 1023.0, 0.0, 3.0, 0.0, 18.0, 12.0, 0.0, 0.70, 0.43, HAM
2098, 34.0, 5.20, 214.0, 0.0, 2.0, 0.0, 1.0, 13.0, 0.0, 0.70, 0.46, HAM
2449, 95.0, 4.17, 493.0, 0.0, 3.0, 0.0, 6.0, 9.0, 0.0, 0.74, 0.43, HAM
741, 140.0, 4.86, 823.0, 0.0, 1.0, 0.0, 10.0, 11.0, 0.0, 0.66, 0.36, HAM
357, 73.0, 4.16, 379.0, 0.0, 0.0, 0.0, 2.0, 11.0, 0.0, 0.79, 0.48, HAM
2115, 13.0, 5.29, 85.0, 0.0, 3.0, 0.0, 0.0, 13.0, 0.0, 0.71, 0.49, HAM
169, 93.0, 4.83, 545.0, 0.0, 3.0, 0.0, 6.0, 14.0, 0.0, 0.65, 0.34, HAM
1282, 114.0, 4.77, 660.0, 47.0, 2.0, 11.0, 10.0, 47.0, 0.0, 0.65, 0.60, HAM
2297, 36.0, 5.38, 233.0, 0.0, 2.0, 0.0, 2.0, 13.0, 0.0, 0.70, 0.51, HAM
513, 89.0, 4.79, 518.0, 0.0, 3.0, 0.0, 4.0, 11.0, 0.0, 0.67, 0.36, HAM
493, 58.0, 4.83, 341.0, 65.0, 1.0, 14.0, 8.0, 65.0, 0.0, 0.93, 0.96, SPAM
789, 42.0, 3.88, 207.0, 0.0, 2.0, 0.0, 3.0, 9.0, 0.0, 0.82, 0.54, HAM
613, 45.0, 4.33, 242.0, 0.0, 0.0, 0.0, 4.0, 11.0, 0.0, 0.78, 0.46, HAM
746, 887.0, 4.95, 5280.0, 0.0, 1.0, 0.0, 24.0, 14.0, 4.0, 0.75, 1.27, SPAM
740, 37.0, 4.03, 188.0, 0.0, 0.0, 0.0, 2.0, 12.0, 0.0, 0.82, 0.53, HAM
2310, 197.0, 4.83, 1151.0, 2.0, 5.0, 0.0, 5.0, 14.0, 1.0, 0.56, 0.32, HAM
745, 1200.0, 4.64, 6769.0, 0.0, 1.0, 60.0, 54.0, 87.0, 1.0, 1.44, 1.61, SPAM
783, 391.0, 4.84, 2287.0, 2.0, 0.0, 0.0, 27.0, 13.0, 0.0, 0.62, 0.44, HAM
1343, 131.0, 5.09, 801.0, 51.0, 4.0, 10.0, 8.0, 47.0, 1.0, 0.61, 0.67, SPAM
604, 112.0, 4.57, 626.0, 0.0, 3.0, 0.0, 6.0, 14.0, 0.0, 0.67, 0.32, HAM
1558, 148.0, 5.03, 895.0, 99.0, 8.0, 40.0, 9.0, 47.0, 2.0, 1.00, 1.37, SPAM
147, 26.0, 4.48, 145.0, 0.0, 2.0, 0.0, 1.0, 9.0, 0.0, 0.75, 0.43, HAM
334, 258.0, 4.75, 1485.0, 0.0, 1.0, 0.0, 10.0, 19.0, 0.0, 0.61, 0.30, HAM
1155, 95.0, 4.86, 560.0, 47.0, 2.0, 10.0, 1.0, 47.0, 2.0, 0.63, 0.73, SPAM
1772, 157.0, 4.77, 908.0, 0.0, 11.0, 0.0, 0.0, 11.0, 2.0, 0.75, 0.75, SPAM
2009, 102.0, 5.32, 648.0, 0.0, 2.0, 0.0, 4.0, 13.0, 1.0, 0.62, 0.46, HAM
2057, 32.0, 4.61, 182.0, 0.0, 2.0, 0.0, 1.0, 13.0, 0.0, 0.73, 0.39, HAM
585, 169.0, 4.34, 904.0, 0.0, 2.0, 0.0, 7.0, 11.0, 0.0, 0.68, 0.36, HAM
1323, 243.0, 4.49, 1336.0, 96.0, 8.0, 40.0, 42.0, 47.0, 0.0, 1.05, 1.32, SPAM
1692, 47.0, 4.00, 237.0, 0.0, 2.0, 0.0, 6.0, 9.0, 0.0, 0.79, 0.50, HAM
1621, 959.0, 4.78, 5541.0, 0.0, 3.0, 0.0, 38.0, 14.0, 3.0, 0.82, 1.15, SPAM
743, 196.0, 3.99, 980.0, 0.0, 0.0, 0.0, 5.0, 14.0, 0.0, 0.76, 0.48, HAM
223, 62.0, 4.56, 347.0, 0.0, 3.0, 0.0, 3.0, 12.0, 0.0, 0.70, 0.37, HAM
415, 732.0, 4.46, 3998.0, 4.0, 3.0, 0.0, 63.0, 15.0, 1.0, 0.86, 0.88, SPAM
2317, 26.0, 5.26, 166.0, 0.0, 2.0, 0.0, 1.0, 11.0, 0.0, 0.71, 0.49, HAM
1789, 135.0, 4.79, 784.0, 0.0, 5.0, 0.0, 0.0, 11.0, 2.0, 0.61, 0.55, HAM
2415, 20.0, 5.48, 133.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.55, HAM
1285, 164.0, 4.52, 907.0, 47.0, 3.0, 10.0, 7.0, 47.0, 0.0, 0.65, 0.59, HAM
1794, 154.0, 4.60, 865.0, 0.0, 5.0, 0.0, 2.0, 13.0, 2.0, 0.60, 0.53, HAM
1308, 117.0, 4.68, 667.0, 48.0, 2.0, 11.0, 11.0, 47.0, 0.0, 0.66, 0.61, HAM
322, 1019.0, 4.41, 5520.0, 0.0, 2.0, 0.0, 73.0, 16.0, 2.0, 1.09, 1.25, SPAM
1268, 36.0, 5.11, 223.0, 47.0, 1.0, 11.0, 2.0, 47.0, 0.0, 0.71, 0.67, HAM
739, 812.0, 4.69, 4620.0, 1.0, 6.0, 0.0, 48.0, 14.0, 0.0, 0.82, 0.87, SPAM
1299, 172.0, 4.79, 999.0, 47.0, 1.0, 11.0, 11.0, 47.0, 0.0, 0.64, 0.60, HAM
2002, 11.0, 5.25, 72.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.49, HAM
1611, 416.0, 5.16, 2567.0, 0.0, 8.0, 0.0, 13.0, 12.0, 3.0, 0.54, 0.88, SPAM
1090, 92.0, 4.87, 543.0, 50.0, 1.0, 11.0, 6.0, 47.0, 0.0, 0.69, 0.66, HAM
504, 28.0, 3.38, 124.0, 0.0, 0.0, 0.0, 3.0, 8.0, 0.0, 0.94, 0.76, HAM
2482, 83.0, 5.02, 503.0, 47.0, 2.0, 8.0, 5.0, 47.0, 0.0, 0.67, 0.63, HAM
2158, 14.0, 5.07, 88.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.45, HAM
272, 1858.0, 4.65, 10505.0, 79.0, 5.0, 30.0, 78.0, 59.0, 1.0, 1.91, 2.25, SPAM
2179, 24.0, 5.44, 158.0, 0.0, 2.0, 0.0, 1.0, 13.0, 0.0, 0.71, 0.53, HAM
1862, 423.0, 4.43, 2299.0, 8.0, 16.0, 0.0, 35.0, 13.0, 0.0, 0.98, 0.98, HAM
1863, 53.0, 4.13, 274.0, 0.0, 3.0, 0.0, 2.0, 8.0, 0.0, 0.77, 0.47, HAM
1208, 64.0, 4.52, 356.0, 47.0, 1.0, 11.0, 6.0, 47.0, 0.0, 0.72, 0.63, HAM
1119, 117.0, 5.28, 738.0, 47.0, 2.0, 11.0, 7.0, 47.0, 0.0, 0.64, 0.66, SPAM
1564, 193.0, 4.64, 1092.0, 47.0, 4.0, 10.0, 11.0, 47.0, 0.0, 0.62, 0.59, HAM
556, 92.0, 4.73, 530.0, 2.0, 1.0, 0.0, 7.0, 14.0, 0.0, 0.67, 0.34, HAM
2350, 312.0, 4.49, 1714.0, 3.0, 2.0, 0.0, 17.0, 13.0, 2.0, 0.53, 0.50, HAM
1482, 137.0, 5.10, 839.0, 47.0, 4.0, 10.0, 4.0, 47.0, 0.0, 0.63, 0.63, SPAM
956, 324.0, 4.40, 1751.0, 47.0, 5.0, 10.0, 21.0, 47.0, 0.0, 0.62, 0.63, SPAM
234, 428.0, 4.92, 2537.0, 0.0, 4.0, 0.0, 17.0, 13.0, 3.0, 0.48, 0.79, SPAM
1780, 151.0, 4.51, 835.0, 0.0, 6.0, 0.0, 5.0, 11.0, 2.0, 0.62, 0.55, HAM
1298, 153.0, 4.80, 890.0, 47.0, 4.0, 10.0, 6.0, 47.0, 0.0, 0.63, 0.60, HAM
914, 451.0, 4.81, 2621.0, 0.0, 1.0, 0.0, 20.0, 16.0, 2.0, 0.53, 0.57, SPAM
118, 275.0, 4.55, 1530.0, 0.0, 4.0, 0.0, 8.0, 13.0, 0.0, 0.60, 0.32, HAM
1266, 61.0, 5.11, 376.0, 47.0, 1.0, 11.0, 1.0, 47.0, 0.0, 0.70, 0.67, HAM
1824, 118.0, 4.97, 707.0, 0.0, 5.0, 0.0, 0.0, 11.0, 2.0, 0.61, 0.56, HAM
1578, 144.0, 4.61, 810.0, 48.0, 4.0, 10.0, 11.0, 47.0, 0.0, 0.65, 0.60, HAM
1365, 285.0, 4.32, 1518.0, 47.0, 5.0, 10.0, 30.0, 47.0, 1.0, 0.62, 0.66, SPAM
2152, 53.0, 4.26, 281.0, 0.0, 2.0, 0.0, 2.0, 13.0, 0.0, 0.75, 0.42, HAM
2213, 43.0, 4.55, 241.0, 2.0, 6.0, 0.0, 2.0, 9.0, 0.0, 0.72, 0.44, HAM
438, 121.0, 4.37, 652.0, 0.0, 2.0, 0.0, 6.0, 13.0, 0.0, 0.69, 0.36, HAM
1567, 334.0, 4.55, 1855.0, 142.0, 14.0, 70.0, 29.0, 47.0, 0.0, 1.61, 2.04, SPAM
105, 216.0, 4.45, 1180.0, 0.0, 4.0, 0.0, 14.0, 12.0, 0.0, 0.63, 0.33, HAM
2096, 11.0, 5.33, 73.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.51, HAM
256, 300.0, 4.93, 1781.0, 52.0, 4.0, 39.0, 16.0, 50.0, 0.0, 0.58, 0.74, SPAM
1813, 187.0, 5.06, 1137.0, 0.0, 11.0, 0.0, 3.0, 12.0, 2.0, 0.72, 0.76, SPAM
453, 651.0, 4.61, 3655.0, 0.0, 5.0, 0.0, 40.0, 15.0, 0.0, 0.70, 0.67, HAM
1524, 74.0, 5.72, 501.0, 48.0, 6.0, 10.0, 1.0, 47.0, 0.0, 0.71, 0.82, SPAM
2003, 13.0, 5.14, 83.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.46, HAM
2284, 68.0, 4.99, 410.0, 2.0, 5.0, 0.0, 1.0, 10.0, 1.0, 0.64, 0.42, HAM
2395, 17.0, 5.44, 113.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.54, HAM
2077, 50.0, 4.69, 287.0, 0.0, 2.0, 0.0, 3.0, 13.0, 0.0, 0.71, 0.37, HAM
1885, 31.0, 4.44, 171.0, 0.0, 3.0, 0.0, 2.0, 7.0, 0.0, 0.75, 0.43, HAM
1075, 231.0, 5.02, 1393.0, 47.0, 21.0, 11.0, 9.0, 47.0, 0.0, 1.25, 1.36, SPAM
149, 23.0, 4.67, 133.0, 0.0, 2.0, 0.0, 1.0, 9.0, 0.0, 0.74, 0.42, HAM
2036, 94.0, 4.45, 515.0, 0.0, 2.0, 0.0, 6.0, 13.0, 0.0, 0.70, 0.36, HAM
311, 69.0, 3.94, 343.0, 0.0, 1.0, 0.0, 14.0, 13.0, 0.0, 0.78, 0.50, HAM
94, 163.0, 4.47, 894.0, 0.0, 4.0, 0.0, 8.0, 12.0, 0.0, 0.65, 0.33, HAM
2035, 93.0, 4.86, 548.0, 0.0, 2.0, 0.0, 5.0, 13.0, 0.0, 0.67, 0.35, HAM
1946, 429.0, 3.85, 2082.0, 2.0, 2.0, 0.0, 46.0, 13.0, 2.0, 0.74, 0.77, SPAM
899, 33.0, 4.50, 184.0, 0.0, 0.0, 0.0, 5.0, 10.0, 0.0, 0.77, 0.44, HAM
1291, 287.0, 5.72, 1932.0, 135.0, 2.0, 135.0, 20.0, 47.0, 0.0, 1.53, 2.10, SPAM
389, 218.0, 4.18, 1132.0, 0.0, 2.0, 0.0, 16.0, 13.0, 0.0, 0.68, 0.38, HAM
2497, 183.0, 4.34, 979.0, 0.0, 2.0, 0.0, 6.0, 13.0, 1.0, 0.64, 0.35, HAM
2053, 58.0, 5.03, 353.0, 0.0, 2.0, 0.0, 1.0, 13.0, 1.0, 0.66, 0.41, HAM
2425, 29.0, 4.83, 172.0, 0.0, 2.0, 0.0, 3.0, 11.0, 0.0, 0.71, 0.40, HAM
1261, 144.0, 4.71, 825.0, 47.0, 1.0, 11.0, 2.0, 47.0, 0.0, 0.68, 0.62, HAM
177, 86.0, 4.41, 468.0, 0.0, 4.0, 0.0, 4.0, 16.0, 0.0, 0.69, 0.36, HAM
1074, 224.0, 4.42, 1216.0, 94.0, 3.0, 50.0, 24.0, 47.0, 1.0, 0.94, 1.23, SPAM
1202, 154.0, 4.57, 861.0, 49.0, 1.0, 11.0, 12.0, 47.0, 0.0, 0.67, 0.62, HAM
858, 229.0, 4.56, 1276.0, 0.0, 2.0, 0.0, 9.0, 12.0, 0.0, 0.63, 0.32, HAM
2460, 306.0, 3.84, 1482.0, 0.0, 2.0, 0.0, 24.0, 11.0, 1.0, 0.70, 0.53, HAM
872, 155.0, 4.61, 872.0, 0.0, 1.0, 0.0, 14.0, 13.0, 0.0, 0.66, 0.33, HAM
883, 30.0, 6.71, 236.0, 65.0, 2.0, 10.0, 1.0, 65.0, 0.0, 1.06, 1.36, SPAM
1307, 152.0, 4.67, 865.0, 98.0, 4.0, 34.0, 7.0, 50.0, 0.0, 1.02, 1.25, SPAM
1974, 28.0, 4.59, 159.0, 0.0, 2.0, 0.0, 2.0, 9.0, 0.0, 0.74, 0.41, HAM
915, 237.0, 5.75, 1603.0, 4.0, 0.0, 0.0, 13.0, 16.0, 1.0, 0.58, 0.59, SPAM
2445, 157.0, 4.73, 902.0, 0.0, 7.0, 0.0, 13.0, 13.0, 1.0, 0.62, 0.41, HAM
283, 346.0, 5.02, 2086.0, 47.0, 12.0, 11.0, 16.0, 47.0, 0.0, 0.76, 0.87, SPAM
1896, 118.0, 4.87, 696.0, 2.0, 5.0, 0.0, 4.0, 13.0, 1.0, 0.60, 0.35, HAM
665, 187.0, 4.41, 1015.0, 0.0, 0.0, 0.0, 4.0, 13.0, 2.0, 0.65, 0.55, HAM
774, 86.0, 4.23, 452.0, 0.0, 0.0, 0.0, 10.0, 11.0, 0.0, 0.76, 0.45, HAM
1836, 59.0, 4.47, 325.0, 2.0, 5.0, 0.0, 2.0, 12.0, 0.0, 0.71, 0.39, HAM
2109, 35.0, 4.44, 193.0, 0.0, 2.0, 0.0, 1.0, 13.0, 0.0, 0.74, 0.40, HAM
65, 2006.0, 4.76, 11556.0, 34.0, 47.0, 0.0, 99.0, 15.0, 3.0, 3.45, 3.82, SPAM
1663, 391.0, 4.35, 2094.0, 0.0, 3.0, 0.0, 28.0, 15.0, 0.0, 0.63, 0.42, HAM
413, 49.0, 4.34, 264.0, 0.0, 0.0, 0.0, 3.0, 11.0, 0.0, 0.78, 0.46, HAM
1477, 195.0, 4.03, 982.0, 0.0, 0.0, 0.0, 16.0, 10.0, 0.0, 0.75, 0.49, HAM
1507, 184.0, 4.32, 981.0, 2.0, 1.0, 0.0, 15.0, 11.0, 2.0, 0.62, 0.53, HAM
1080, 105.0, 4.82, 614.0, 49.0, 3.0, 11.0, 17.0, 47.0, 1.0, 0.62, 0.62, SPAM
195, 99.0, 4.08, 505.0, 0.0, 3.0, 0.0, 14.0, 11.0, 0.0, 0.73, 0.44, HAM
1440, 117.0, 4.91, 694.0, 47.0, 5.0, 10.0, 12.0, 47.0, 1.0, 0.60, 0.62, SPAM
1944, 399.0, 4.27, 2104.0, 14.0, 6.0, 0.0, 23.0, 12.0, 0.0, 0.57, 0.42, HAM
2331, 60.0, 4.52, 334.0, 0.0, 2.0, 0.0, 4.0, 13.0, 0.0, 0.71, 0.37, HAM
2436, 35.0, 4.78, 205.0, 0.0, 2.0, 0.0, 0.0, 11.0, 0.0, 0.72, 0.41, HAM
1330, 48.0, 4.96, 289.0, 47.0, 4.0, 10.0, 3.0, 47.0, 0.0, 0.68, 0.64, HAM
2181, 23.0, 4.79, 136.0, 0.0, 2.0, 0.0, 0.0, 10.0, 0.0, 0.73, 0.42, HAM
43, 55.0, 4.59, 310.0, 0.0, 1.0, 0.0, 5.0, 13.0, 0.0, 0.72, 0.38, HAM
865, 82.0, 4.83, 481.0, 0.0, 2.0, 0.0, 4.0, 12.0, 0.0, 0.68, 0.36, HAM
1963, 6.0, 3.71, 30.0, 0.0, 3.0, 0.0, 0.0, 8.0, 0.0, 0.87, 0.62, HAM
2279, 27.0, 4.71, 157.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.73, 0.40, HAM
303, 2696.0, 4.86, 15812.0, 0.0, 9.0, 0.0, 109.0, 16.0, 4.0, 2.77, 3.22, SPAM
1186, 205.0, 4.76, 1183.0, 47.0, 1.0, 11.0, 10.0, 47.0, 0.0, 0.63, 0.60, HAM
1602, 147.0, 4.94, 876.0, 48.0, 4.0, 10.0, 7.0, 47.0, 0.0, 0.63, 0.62, HAM
1802, 149.0, 4.61, 838.0, 0.0, 6.0, 0.0, 2.0, 12.0, 2.0, 0.62, 0.55, HAM
1894, 223.0, 4.50, 1228.0, 0.0, 5.0, 0.0, 11.0, 14.0, 0.0, 0.62, 0.33, HAM
1334, 78.0, 4.44, 427.0, 0.0, 1.0, 0.0, 5.0, 14.0, 0.0, 0.72, 0.38, HAM
817, 82.0, 4.73, 473.0, 0.0, 2.0, 11.0, 2.0, 23.0, 1.0, 0.62, 0.33, HAM
1828, 27.0, 4.43, 149.0, 2.0, 3.0, 0.0, 1.0, 7.0, 0.0, 0.75, 0.43, HAM
271, 153.0, 4.41, 830.0, 0.0, 5.0, 0.0, 12.0, 14.0, 1.0, 0.62, 0.35, HAM
374, 1173.0, 4.89, 6908.0, 0.0, 2.0, 0.0, 61.0, 15.0, 2.0, 1.12, 1.33, SPAM
547, 134.0, 4.04, 677.0, 0.0, 0.0, 0.0, 6.0, 12.0, 0.0, 0.77, 0.48, HAM
86, 193.0, 4.57, 1077.0, 2.0, 2.0, 0.0, 17.0, 15.0, 1.0, 0.58, 0.28, HAM
2033, 24.0, 4.84, 143.0, 0.0, 2.0, 0.0, 0.0, 11.0, 0.0, 0.73, 0.42, HAM
2160, 13.0, 5.14, 83.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.46, HAM
848, 256.0, 5.80, 1744.0, 0.0, 1.0, 0.0, 9.0, 14.0, 2.0, 0.57, 0.73, SPAM
270, 183.0, 6.96, 1462.0, 0.0, 5.0, 99.0, 6.0, 88.0, 0.0, 1.29, 1.66, SPAM
53, 135.0, 8.24, 1254.0, 0.0, 5.0, 34.0, 9.0, 92.0, 1.0, 1.48, 1.98, SPAM
1279, 127.0, 4.53, 705.0, 47.0, 2.0, 11.0, 11.0, 47.0, 0.0, 0.67, 0.60, HAM
459, 307.0, 4.64, 1733.0, 2.0, 1.0, 0.0, 20.0, 15.0, 0.0, 0.60, 0.33, HAM
1771, 77.0, 4.69, 441.0, 0.0, 2.0, 0.0, 0.0, 11.0, 2.0, 0.65, 0.54, HAM
1136, 82.0, 4.81, 479.0, 47.0, 2.0, 10.0, 8.0, 47.0, 0.0, 0.67, 0.61, HAM
2469, 62.0, 4.65, 353.0, 0.0, 2.0, 0.0, 3.0, 14.0, 0.0, 0.70, 0.36, HAM
729, 391.0, 5.14, 2402.0, 0.0, 0.0, 0.0, 11.0, 17.0, 0.0, 0.60, 0.45, HAM
949, 433.0, 5.13, 2659.0, 11.0, 0.0, 0.0, 19.0, 21.0, 0.0, 0.53, 0.43, HAM
901, 127.0, 4.20, 662.0, 0.0, 3.0, 0.0, 13.0, 12.0, 1.0, 0.67, 0.39, HAM
533, 191.0, 4.13, 982.0, 2.0, 5.0, 0.0, 7.0, 9.0, 0.0, 0.69, 0.43, HAM
512, 90.0, 4.40, 488.0, 0.0, 0.0, 0.0, 6.0, 13.0, 1.0, 0.71, 0.41, HAM
1154, 80.0, 5.06, 488.0, 51.0, 2.0, 10.0, 9.0, 47.0, 0.0, 0.68, 0.67, HAM
397, 201.0, 4.93, 1194.0, 47.0, 3.0, 11.0, 7.0, 47.0, 0.0, 0.60, 0.60, HAM
411, 145.0, 4.08, 738.0, 0.0, 2.0, 0.0, 7.0, 12.0, 0.0, 0.73, 0.43, HAM
1717, 539.0, 4.79, 3124.0, 0.0, 3.0, 0.0, 26.0, 11.0, 0.0, 0.60, 0.51, HAM
2476, 39.0, 5.25, 247.0, 0.0, 6.0, 0.0, 1.0, 12.0, 0.0, 0.70, 0.51, HAM
1887, 61.0, 4.89, 362.0, 2.0, 4.0, 0.0, 2.0, 13.0, 0.0, 0.67, 0.37, HAM
575, 26.0, 5.04, 160.0, 0.0, 3.0, 0.0, 0.0, 14.0, 0.0, 0.70, 0.42, HAM
2034, 89.0, 4.06, 452.0, 0.0, 2.0, 0.0, 5.0, 13.0, 0.0, 0.75, 0.45, HAM
1619, 520.0, 4.79, 3015.0, 0.0, 1.0, 0.0, 23.0, 13.0, 0.0, 0.61, 0.49, HAM
351, 97.0, 4.62, 548.0, 0.0, 1.0, 0.0, 9.0, 14.0, 1.0, 0.65, 0.35, HAM
134, 153.0, 3.95, 760.0, 0.0, 6.0, 0.0, 12.0, 11.0, 0.0, 0.74, 0.50, HAM
1029, 50.0, 5.53, 330.0, 47.0, 2.0, 10.0, 1.0, 47.0, 0.0, 0.70, 0.75, SPAM
1976, 24.0, 4.92, 145.0, 0.0, 2.0, 0.0, 0.0, 11.0, 0.0, 0.72, 0.43, HAM
365, 17.0, 4.67, 99.0, 0.0, 0.0, 0.0, 1.0, 12.0, 0.0, 0.77, 0.45, HAM
1157, 136.0, 4.57, 760.0, 48.0, 3.0, 10.0, 10.0, 47.0, 0.0, 0.66, 0.60, HAM
116, 171.0, 5.16, 1057.0, 65.0, 6.0, 64.0, 7.0, 65.0, 1.0, 0.85, 1.10, SPAM
460, 277.0, 4.65, 1568.0, 0.0, 2.0, 0.0, 8.0, 13.0, 0.0, 0.61, 0.31, HAM
2123, 13.0, 4.93, 80.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.42, HAM
2119, 11.0, 6.25, 84.0, 0.0, 2.0, 0.0, 0.0, 14.0, 1.0, 0.76, 0.84, SPAM
572, 137.0, 4.55, 763.0, 0.0, 1.0, 0.0, 2.0, 11.0, 0.0, 0.70, 0.38, HAM
2198, 74.0, 4.84, 435.0, 2.0, 4.0, 0.0, 3.0, 11.0, 0.0, 0.66, 0.36, HAM
2332, 136.0, 5.02, 822.0, 0.0, 4.0, 0.0, 5.0, 12.0, 0.0, 0.63, 0.37, HAM
1845, 235.0, 4.83, 1374.0, 0.0, 4.0, 0.0, 13.0, 13.0, 0.0, 0.58, 0.31, HAM
